Title,Artist Display Name,Period,Object Date,Classification,Link Resource
"清   徐揚等  乾隆南巡圖, 第四卷﹕黃淮交流|The Qianlong Emperor's Southern Inspection Tour, Scroll Four: The Confluence of the Huai and Yellow Rivers (Qianlong nanxun, juan si: Huang Huai jiaoliu)",Xu Yang,Qing dynasty (1644–1911),dated 1770,Paintings,http://www.metmuseum.org/art/collection/search/49251
清　王宸　清溪柳橋圖　摺扇|Landscape,Wang Chen,Qing dynasty (1644–1911),dated 1788,Paintings,http://www.metmuseum.org/art/collection/search/49253
清　羅聘　篠園飲酒圖　軸|Drinking in the Bamboo Garden on the Lantern Festival,Luo Ping,Qing dynasty (1644–1911),1773,Paintings,http://www.metmuseum.org/art/collection/search/49254
清  佚名  夏花圖  扇|Summer Flowers,Unidentified artist,Qing dynasty (1644–1911),18th century,Paintings,http://www.metmuseum.org/art/collection/search/49255
明　朱鷺　墨竹詩畫　摺扇|Bamboo and poem,Zhu Lu,Ming dynasty (1368–1644),early 17th century,Paintings,http://www.metmuseum.org/art/collection/search/49256
清  潘思牧  山水  冊頁八開|Landscapes,Pan Simu,Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/49432
清  蘇仁山  李凝陽像  軸|The Immortal Li Tieguai,Su Renshan,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49433
清   戴熙   山水圖  冊|Landscapes,Dai Xi,Qing dynasty (1644–1911),1848,Paintings,http://www.metmuseum.org/art/collection/search/49434
清  任熊   牡丹  扇面|Peony,Ren Xiong,Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/49447
清  吳熙載  杏花  扇面|Apricot,Wu Xizai,Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/49448
清  吳熙載  蟬柳  扇面|Cicada,Wu Xizai,Qing dynasty (1644–1911),dated 1852,Paintings,http://www.metmuseum.org/art/collection/search/49449
清  吳熙載  荷花  軸|Lotus,Wu Xizai,Qing dynasty (1644–1911),dated 1868,Paintings,http://www.metmuseum.org/art/collection/search/49450
清  吳熙載  山水  軸|Landscape,Wu Xizai,Qing dynasty (1644–1911),dated 1858,Paintings,http://www.metmuseum.org/art/collection/search/49451
清  趙之謙  芍藥 桃花  扇面|Peach Blossoms and Peony,Zhao Zhiqian,Qing dynasty (1644–1911),ca. 1860,Paintings,http://www.metmuseum.org/art/collection/search/49452
清  王緣  趙之謙肖像  軸|Portrait of Zhao Zhiqian,Wang Yuan,Qing dynasty (1644–1911),dated 1871,Paintings,http://www.metmuseum.org/art/collection/search/49453
清  胡遠  山水  扇面|Landscape,Hu Yuan,Qing dynasty (1644–1911),dated 1885,Paintings,http://www.metmuseum.org/art/collection/search/49454
清  胡遠  山水  扇面|Landscape,Hu Yuan,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49455
清  胡遠  芍藥  扇面|Herbaceous Peony,Hu Yuan,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49456
清  張熊  蟾蜍  團扇|Flower and Toad,Zhang Xiong,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49457
清  張熊  山水  冊頁|Landscape,Zhang Xiong,Qing dynasty (1644–1911),dated 1827,Paintings,http://www.metmuseum.org/art/collection/search/49458
清  居巢  鳥圖  扇面|Bird,Ju Chao,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49459
清  任薰  高士臨風  扇面|Scholar in the Wind,Ren Xun,Qing dynasty (1644–1911),ca. 1880,Paintings,http://www.metmuseum.org/art/collection/search/49460
清  任薰   海棠小鳥  扇面|Bird on a Rock by a Flowering Branch,Ren Xun,Qing dynasty (1644–1911),dated 1879,Paintings,http://www.metmuseum.org/art/collection/search/49461
清  任頤  軸|Man on a Bridge,Ren Yi (Ren Bonian),Qing dynasty (1644–1911),dated 1889,Paintings,http://www.metmuseum.org/art/collection/search/49462
清  任頤  童子水牛  扇面|Herdboy and Buffalo,Ren Yi (Ren Bonian),Qing dynasty (1644–1911),dated 1890,Paintings,http://www.metmuseum.org/art/collection/search/49463
清  任頤  冊頁|Two Birds Perched on a Flowering Rose Bush,Ren Yi (Ren Bonian),Qing dynasty (1644–1911),late 19th century,Paintings,http://www.metmuseum.org/art/collection/search/49464
,Ren Yi (Ren Bonian),Qing dynasty (1644–1911),late 19th century,Paintings,http://www.metmuseum.org/art/collection/search/49465
清  虛谷  菊花  軸|Chrysanthemum,Xugu (Zhu Huairen),Qing dynasty (1644–1911),dated 1890,Paintings,http://www.metmuseum.org/art/collection/search/49466
清  虛谷  蝶貓圖  軸|Cat and Butterfly,Xugu (Zhu Huairen),Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/49467
清 虛谷  秋帆圖  冊頁|Sailing in Autumn,Xugu (Zhu Huairen),Qing dynasty (1644–1911),dated 1893,Paintings,http://www.metmuseum.org/art/collection/search/49468
清  虛谷  松鼠  扇面|Squirrel on an Autumn Branch,Xugu (Zhu Huairen),Qing dynasty (1644–1911),ca. 1880s,Paintings,http://www.metmuseum.org/art/collection/search/49469
清  王禮  狸奴圖  軸|Cat,Wang Li,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49470
清  任預  石室參禪圖  軸|Meditation in a Cave,Ren Yu,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49471
清  吳大澂  山水  扇面|Fragrant Mountains,Wu Dacheng,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49472
清   沙馥   桃李芳園圖   摺扇|The Peach and Plum Garden,Sha Fu,Qing dynasty (1644–1911),1879,Paintings,http://www.metmuseum.org/art/collection/search/49474
清  金?  梅花  扇面|Plum,Jin Lan,Qing dynasty (1644–1911),dated 1886,Paintings,http://www.metmuseum.org/art/collection/search/49475
清   錢慧安   仕女圖   摺扇|Woman in a garden,Qian Huian,Qing dynasty (1644–1911),dated 1876,Paintings,http://www.metmuseum.org/art/collection/search/49476
清  錢慧安  童子飲牛  軸|Herd-boys and Buffalo,Qian Huian,Qing dynasty (1644–1911),dated 1907,Paintings,http://www.metmuseum.org/art/collection/search/49477
明 沈周 夜雨泊舟圖 軸|Anchorage on a Rainy Night,Shen Zhou,Ming dynasty (1368–1644),1477,Paintings,http://www.metmuseum.org/art/collection/search/49549
,,Uyghur kingdom,9th–10th century,Paintings,http://www.metmuseum.org/art/collection/search/49570
,,Kizil Kingdom,ca. 6th–7th century,Paintings,http://www.metmuseum.org/art/collection/search/49571
,,Kizil kingdom,ca. 6th–7th century,Paintings,http://www.metmuseum.org/art/collection/search/49572
,,Kizil kingdom,ca. 6th–7th century,Paintings,http://www.metmuseum.org/art/collection/search/49573
,,Kizil kingdom,ca. 6th–7th century,Paintings,http://www.metmuseum.org/art/collection/search/49574
近代  黃山壽  洞天仙境  軸|Heavenly Cave in the Immortal World,Huang Shanshou,Qing dynasty (1644–1911),dated 1883,Paintings,http://www.metmuseum.org/art/collection/search/49592
近代  倪田  八哥  軸|Mynahs,Ni Tian,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/49593
近代  倪田  雙馬圖  軸|Two Horses,Ni Tian,Qing dynasty (1644–1911),dated 1904,Paintings,http://www.metmuseum.org/art/collection/search/49594
近代  陸恢  美人  扇面|A Beauty,Lu Hui,Qing dynasty (1644–1911),dated 1887,Paintings,http://www.metmuseum.org/art/collection/search/49595
近代  李瑞清  梅花  軸|Blossoming Plum,Li Ruiqing,Qing dynasty (1644–1911),ca. 1915,Paintings,http://www.metmuseum.org/art/collection/search/49597
清/現代   高邕   鷹圖   軸|Eagle,Gao Yong,Qing dynasty (1644–1911) or Republic period (1912–49),,Paintings,http://www.metmuseum.org/art/collection/search/49598
清/現代　高邕　故園秋柳圖　摺扇|Willow,Gao Yong,Qing dynasty (1644–1911),dated 1895,Paintings,http://www.metmuseum.org/art/collection/search/49602
現代   陳衡恪   木石圖   軸|Rock and tree,Chen Hengke,Republic period (1912–49),undated,Paintings,http://www.metmuseum.org/art/collection/search/49610
清/現代　俞明　桐窗仕女圖　摺扇|Woman by a window beneath a wutong tree,Yu Ming,Republic period (1912–49),dated 1923,Paintings,http://www.metmuseum.org/art/collection/search/49626
"現代　朱竹雲　春江平遠圖　摺扇|Spring River, Level Distance, after Jiang Shen",Zhu Zhuyun,Republic period (1912–49),1945,Paintings,http://www.metmuseum.org/art/collection/search/49631
現代   齊白石   蝦柳圖   軸|Shrimp,Qi Baishi,Republic period (1912–49),dated 1927,Paintings,http://www.metmuseum.org/art/collection/search/49648
清/現代　陳半丁　長松圖　軸|Pine,Chen Banding,Republic period (1912–49),dated 1923,Paintings,http://www.metmuseum.org/art/collection/search/49674
,Ōtagaki Rengetsu,Edo period (1615–1868),19th century,Paintings,http://www.metmuseum.org/art/collection/search/49821
遼  宴飲圖（殘片）|Banquet Scene,,Liao dynasty (907–1125),,Paintings,http://www.metmuseum.org/art/collection/search/49959
遼  宴飲圖（殘片）|Banquet Scene,Unidentified artist,Liao dynasty (907–1125),,Paintings,http://www.metmuseum.org/art/collection/search/49960
明　杜堇　陶淵明賞菊圖　軸|Tao Yuanming enjoying chrysanthemums,Du Jin,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/50167
明   史忠   雪景山水圖   軸|Winter landscape with fisherman,Shi Zhong,Ming dynasty (1368–1644),late 15th–early 16th century,Paintings,http://www.metmuseum.org/art/collection/search/50168
작자미상 수월관음도   고려|作者未詳 水月觀音圖   高麗|Water-Moon Avalokiteshvara,Unidentified artist,Goryeo dynasty (918–1392),14th century,Paintings,http://www.metmuseum.org/art/collection/search/50360
탄은 이정	 대나무   조선|灘隱 李霆	墨竹圖	朝鮮|Bamboo in the Wind,Yi Jeong,Joseon dynasty (1392–1910),early 17th century,Paintings,http://www.metmuseum.org/art/collection/search/50486
清　佚名　蘇軾(僞款)　墨竹圖　卷|Bamboo,Unidentified artist|Su Shi,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/50663
,Kawanabe Kyōsai 河鍋暁斎,Meiji period (1868–1912),after 1888,Paintings,http://www.metmuseum.org/art/collection/search/50771
,,Edo period (1615–1868),late 17th century,Paintings,http://www.metmuseum.org/art/collection/search/50811
猫に蜘蛛図|Cat Watching a Spider,Oide Tōkō,Meiji period (1868–1912),ca. 1888–92,Paintings,http://www.metmuseum.org/art/collection/search/50826
清　佚名　明宣宗(僞款)　唐苑嬉春圖　卷|Spring Play in a Tang Garden,Unidentified artist|Xuanzong,Qing dynasty (1644–1911),18th century,Paintings,http://www.metmuseum.org/art/collection/search/50827
,Kawanabe Kyōsai 河鍋暁斎,Meiji period (1868–1912),19th century,Paintings,http://www.metmuseum.org/art/collection/search/50829
狩野山卜筆四季花鳥図屏風|Birds and Flowers of the Four Seasons,Kano Sanboku,Edo period (1615–1868),late 17th century,Paintings,http://www.metmuseum.org/art/collection/search/50843
해질녘 산사의 종소리 조선|煙寺暮鍾圖 朝鮮|Evening bell from mist-shrouded temple (left); Autumn moon over Lake Dongting (right),An Gyeon,Joseon dynasty (1392–1910),ca. 1450–1500,Paintings,http://www.metmuseum.org/art/collection/search/50897
『画本葛飾振』|Picture Book in the Katsushika Style (Ehon Katsushika-buri),Katsushika Hokusai,Edo period (1615–1868),ca. 1836,Paintings,http://www.metmuseum.org/art/collection/search/50915
清　楊天壁　敬芝軒第貳圖　卷|Second View of the Studio for Respecting the Fungus of Longevity,Yang Tianbi,Qing dynasty (1644–1911),1825,Paintings,http://www.metmuseum.org/art/collection/search/51234
清 佚名 清明上河圖|Going Upriver on the Qingming Festival,Unidentified artist|Qiu Ying,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51284
明　佚名　傳仇英　唐宫圖　軸|A Tang Palace,Qiu Ying,Ming dynasty (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/51285
清   佚名   蘇蕙璇璣圖  卷|Lady Su Hui and Her Verse Puzzle,,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51286
,,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51287
,Unidentified artist,Ming dynasty (1368–1644) or later,,Paintings,http://www.metmuseum.org/art/collection/search/51288
,Unidentified artist,late Ming (1368–1644)–early Qing (1644–1911) dynasty,17th century,Paintings,http://www.metmuseum.org/art/collection/search/51289
"明   佚名  倣吳偉   漢鍾離像   軸|The Immortal, Zhong li",Wu Wei|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51291
清   佚名   舊傳顧愷之   會稽山圖   卷|The Hills of Kuaiji,Unidentified artist|Gu Kaizhi,Ming (1368–1644) or Qing dynasty (1644–1911),18th cenury or later,Paintings,http://www.metmuseum.org/art/collection/search/51292
明/清  佚名   舊傳郭煕   關山行旅圖    卷|Traveling amid Mountains,Unidentified artist|Guo Xi,Ming (1368–1644) or Qing dynasty (1644–1911),possibly 17th century,Paintings,http://www.metmuseum.org/art/collection/search/51293
明/清   佚名   舊傳董源   山水圖   卷|Landscape,Dong Yuan|Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,17th century,Paintings,http://www.metmuseum.org/art/collection/search/51305
,Unidentified artist,Ming dynasty (1368–1644) or later,,Paintings,http://www.metmuseum.org/art/collection/search/51306
,Wu Zhen|Unidentified artist,Ming dynasty (1368–1644) (?),,Paintings,http://www.metmuseum.org/art/collection/search/51307
舊傳錢選   錦堂圖   卷|Brocade Hall,Unidentified artist|Qian Xuan,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51366
清   佚名   舊傳易元吉   八禽圖   卷|Birds on Branches,Unidentified artist|Yi Yuanji,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51367
明   佚名   舊傳刁光   叢簧集羽   卷|River Scene with Birds and Bamboo,Diao Guang|Unidentified artist,late Ming (1368–1644)–early Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51368
清   佚名   倣惲壽平   倣米家山水圖   扇|Landscape,Yun Shouping|Unidentified artist,Qing dynasty (1644–1911),18th century or later,Paintings,http://www.metmuseum.org/art/collection/search/51369
明   宋旭   書法   扇|Landscape,Song Xu,Ming dynasty (1368–1644),1587,Paintings,http://www.metmuseum.org/art/collection/search/51375
明/清   佚名   倣沈周   山水   扇|Landscape,Shen Zhou|Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,16th century or later,Paintings,http://www.metmuseum.org/art/collection/search/51378
,Emperor Huizong|Unidentified artist,Song (960–1279)–Ming (1368–1644) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51384
清  佚名   舊傳蘇軾   墨竹圖   扇|Bamboo,Su Shi|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51387
南宋？佚名    舊傳吳炳   枇杷八哥圖   團扇頁|Minah Bird on a Loquat Branch,Unidentified artist|Wu Bing,Song dynasty (960–1279) or later,,Paintings,http://www.metmuseum.org/art/collection/search/51389
明?   佚名   舊傳李嵩   溪山樓閣圖   扇|Pavilion on a pond,Li Song|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),16th or 17th century,Paintings,http://www.metmuseum.org/art/collection/search/51391
明/清   佚名   舊傳 元張可觀   月映松臺圖   冊頁|Moonlit terrace,Zhang Keguan|Unidentified,Ming (1368–1644) or Qing dynasty (1644–1911),17th century,Paintings,http://www.metmuseum.org/art/collection/search/51392
明  佚名（舊傳宋徽宗） 荔枝圖  冊頁|Bird on a Lychee Branch,Emperor Huizong|Unidentified artist,Ming dynasty (?) (1368–1644),,Paintings,http://www.metmuseum.org/art/collection/search/51393
明　佚名　舊傳李公麟　蘭亭修禊圖　團扇|Gathering at the Orchid Pavilion,Unidentified artist|Li Gonglin,Ming dynasty (1368–1644),16th or 17th century,Paintings,http://www.metmuseum.org/art/collection/search/51394
,Gong Jufi,probably Yuan dynasty (1271–1368),,Paintings,http://www.metmuseum.org/art/collection/search/51395
,Emperor Huizong|Unidentified artist,Song dynasty (960–1279),,Paintings,http://www.metmuseum.org/art/collection/search/51396
明    佚名    南瓜    扇面|Squash,Unidentified artist|Zhao Chang,Song dynasty (?) (960–1279),,Paintings,http://www.metmuseum.org/art/collection/search/51397
,Huang Jucai|Unidentified artist,Song dynasty (?) (960–1279),ca. 1000,Paintings,http://www.metmuseum.org/art/collection/search/51398
明?   佚名   舊傳燕文貴   雪橋送別   扇|Bridge in Snow,Unidentified artist,Song dynasty (960–1279),late 10th century,Paintings,http://www.metmuseum.org/art/collection/search/51399
,Yan Wengui|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51400
,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51401
明/清   佚名   仙山樓閣圖   團扇頁|Palace,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51402
明/清   佚名   梅竹圖   冊頁|Flowering Plum and Bamboo,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),17th century,Paintings,http://www.metmuseum.org/art/collection/search/51403
清   佚名   山禽海棠   扇|Flowers with Birds,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51404
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51405
清   佚名   秋葉山禽   冊頁|Bird on Branch,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51406
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51407
清   佚名   竹禽圖   冊頁|Bamboo Branch with Berries and Birds,Unidentified artist,Qing dynasty (1644–1911),17th century,Paintings,http://www.metmuseum.org/art/collection/search/51408
,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51409
清   佚名   蜂舞花叢   册頁|Flowers and Bees,Unidentified artist,Qing dynasty (1644–1911),18th century,Paintings,http://www.metmuseum.org/art/collection/search/51410
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51411
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51412
清   佚名   秋梨圖   冊頁|Branch of Tree with Fruit,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51413
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51414
,Unidentified artist|Lou Guan,Ming (1368–1644) or Qing dynasty (1644–1911),mid-16th century,Paintings,http://www.metmuseum.org/art/collection/search/51415
明   佚名   舊傳周昉   閑庭仕女圖   卷|Women and children in a garden,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51416
清   佚名   舊傳范寬   煙嵐秋曉圖   卷|Autumn Landscape,,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51417
明/清   佚名   舊傳趙孟頫   相馬圖   卷|Judging a Horse,Zhao Mengfu|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51418
明　佚名　郭忠恕　僞款　輞川圖　卷|Wangchuan Villa,Guo Zhongshu|Unidentified artist,Ming dynasty (1368–1644),16th–17th century,Paintings,http://www.metmuseum.org/art/collection/search/51419
明   佚名   八駿圖   卷|Eight Horses,Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51420
明/清   佚名   舊傳艾宣    鵪鶉   卷|Quail,Unidentified artist,Ming (1368–1644)–Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51421
,,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51422
"明   佚名   禮佛圖   軸|Shakyamuni with luohan, heavenly king, and boys",Unidentified artist,Ming dynasty (1368–1644),early 17th century,Paintings,http://www.metmuseum.org/art/collection/search/51423
,Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51424
,Unidentified artist|Zhao Lingrang,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51425
清   佚名   倣文徵明   深林調茗   軸|Scholar Seated in Grove,Wen Zhengming|Unidentified artist,late Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51426
明/清   佚名   舊傳方從義   三學士圖   軸|The Three Scholars,Unidentified artist|Fang-hu,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51427
,Unidentified artist|Zhao Mengfu,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51428
,Unidentified artist|Pei Kuan,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51429
,Unidentified artist|Liu Songnian,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51477
清   佚名   持瓶仕女   軸|Girl Bringing Jar of Wine,Unidentified artist,Qing dynasty (1644–1911),18th century,Paintings,http://www.metmuseum.org/art/collection/search/51478
明   佚名   倣王紱   秋窗讀書圖   軸|Landscape,Unidentified artist|Wang Fu,Ming (1368–1644) or Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51479
,Unidentified artist,Qing dynasty (?) (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51480
,Unidentified artist|Wen Zhengming,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51481
,Unidentified artist,Qing (1644–1911) dynasty,18th century or later,Paintings,http://www.metmuseum.org/art/collection/search/51482
清   佚名   倣王翬   倣李公麟草堂圖   軸|Landscape in the Style of Li Gonglin,Wang Hui,Qing dynasty (1644–1911),dated 1702,Paintings,http://www.metmuseum.org/art/collection/search/51483
清   曹澗   倣名家山水   冊|Landscapes in the Styles of Various Artists,Cao Jian,Qing dynasty (1644–1911),dated 1716,Paintings,http://www.metmuseum.org/art/collection/search/51484
清 緙絲山水人物圖|Mythical landscape with immortals,Unidentified artist,Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/51485
明/清   佚名   倣宋徽宗   明皇訓儲圖摹本   卷|Copy of Tang Ming Huang Instructing the Prince,Unidentified artist|Emperor Huizong,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51487
明   佚名   松鶴圖    軸|Scholar and Attendant in Mountain Retreat,Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51488
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51489
明/清   佚名   倣倪瓚   樂圃林居圖   軸|Landscape after Ni Zan (1306–1374),Ni Zan|Unidentified artist,Ming (1368–1644) or Qing dynasty (1644–1911),Spurious date of  1374,Paintings,http://www.metmuseum.org/art/collection/search/51490
明   鄭重   一葦渡江圖   軸|Old Bodhidharma Crossing River on Reed,Zheng Zhong,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51491
,Unidentified artist|Zhao Mengfu,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51492
,Unidentified artist|Guo Xi,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51493
明   佚名   舊傳燕文貴   溪山行旅圖   卷|Landscape,Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51494
明/清   佚名   舊傳陸青   洗馬圖   冊頁|Washing a Horse,Lu Qing|Unidentified artist,Ming (1368–1644)–Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51495
明/清   佚名   賣花郎   冊頁|Flower Vendor,Unidentified artist,Ming (1368–1644)–Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51496
清   佚名   舊傳管道昇   竹石圖   冊頁|Bamboo,Guan Daosheng|Unidentified artist,Ming (1368–1644)–Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51497
,Cao Zhibai|Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51498
,Wang Yuan|Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51499
清   佚名   舊傳曹知白   岩居積雪圖   冊頁|Landscape,Zhao Mengfu|Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51500
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51501
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51502
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51503
明/清   佚名  舊傳趙芾   乘蓮渡江   冊頁|Sage Floating on Lotus Leaf,Unidentified artist|Zhao Fei,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51504
,Unidentified artist|Yi Yuanji,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51505
明   佚名   秋林讀易圖   軸|Mountain Scenery,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51506
明/清   佚名（舊傳趙伯駒） 蘭亭圖   軸|Orchid Pavilion or Lanting,Unidentified artist|Zhao Boju,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51507
明/清  佚名  舊傳方從義  風雨圖  軸|Wind and Water: Landscape in the Style of Mi Fu,Fang Congyi|Unidentified artist,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51508
,Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51509
清 佚名 舊傳陸治 秋林圖 軸|An Autumnal Grove,Unidentified artist|Lu Zhi,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51510
,Unidentified artist,Qing dynasty (1644–1911),19th century,Paintings,http://www.metmuseum.org/art/collection/search/51511
,Unidentified artist|Giuseppe Castiglione,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51512
清   佚名   舊傳郎世寧   游鹿圖   軸|Fawn at Play,Unidentified artist|Giuseppe Castiglione,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51513
明/清   佚名   舊傳王振鵬   養正圖   卷|Family Training,Unidentified artist|Wang Zhenpeng,Ming (1368–1644) or Qing (1644–1911) dynasty,,Paintings,http://www.metmuseum.org/art/collection/search/51514
清   佚名   倣董其昌   倣米氏雲山圖   卷|Cloudy Mountain in the Style of Mi Fu (1052–1107),Dong Qichang|Unidentified artist,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/51515
