Title,Artist Display Name,Period,Object Date,Classification,Link Resource
長命寺参詣曼荼羅図屏風|Chōmeiji Temple Pilgrimage Mandala,,Muromachi period (1392–1573),second quarter 16th century,Paintings,http://www.metmuseum.org/art/collection/search/688517
"『過去現在因果経』　断簡|“The Historical Buddha Preaching,” a section from The Illustrated Sutra of Past and Present Karma (Kako genzai inga kyō emaki)",Unidentified artist,Nara period (710–794),mid-8th century,Paintings,http://www.metmuseum.org/art/collection/search/690059
清   王學浩   焦山媵鼎圖   卷|Presenting the Tripod,Wang Xuehao,Qing dynasty (1644–1911),1803,Paintings,http://www.metmuseum.org/art/collection/search/699514
清　王鑑　倣范中立溪亭山色圖　軸|Mountain Scenery with Streams and Pavilions in the Style of Fan Kuan,Wang Jian,Qing dynasty (1644–1911),1667,Paintings,http://www.metmuseum.org/art/collection/search/701452
蜀山人（大田南畝）・式亭三馬他　諸家書画寄書|Drawings and Poems by Various Artists,Teisai Hokuba|Shikitei Sanba|Kitao Masanobu (Santō Kyōden)|Shokusanjin (Ōta Nanpo),Edo period (1615–1868),ca. 1814,Paintings,http://www.metmuseum.org/art/collection/search/705076
酒井抱一筆　楊柳観音図|Willow Kannon,Sakai Hōitsu,Edo period (1615–1868),probably 1810s,Paintings,http://www.metmuseum.org/art/collection/search/705791
,Manohar,Mughal period (1526–1858),ca 1600,Paintings,http://www.metmuseum.org/art/collection/search/706056
邸内遊楽図屏風|Amusements in a Mansion,,Edo period (1615–1868),mid-17th century,Paintings,http://www.metmuseum.org/art/collection/search/712056
明   劉俊   韓湘子圖   軸|The Daoist Immortal Han Xiangzi,Liu Jun,Ming dynasty (1368–1644),"undated, late 15th–early 16th century",Paintings,http://www.metmuseum.org/art/collection/search/712098
,,Sakya Order,1450–1500,Paintings,http://www.metmuseum.org/art/collection/search/714877
明   佚名  問道李鐵拐圖   軸|Daoist immortal Li Tieguai receiving a visitor,Unidentified artist,Ming dynasty (1368–1644),15th–16th century,Paintings,http://www.metmuseum.org/art/collection/search/714942
清　改琦，　曹貞秀　列女圖　冊|Famous Women,Cao Zhenxiu|Gai Qi,Qing dynasty (1644–1911),dated 1799,Paintings,http://www.metmuseum.org/art/collection/search/733847
清   王概   金陵感舊圖   卷|Reminiscence of Jinling,Wang Gai,Qing dynasty (1644–1911),1686,Paintings,http://www.metmuseum.org/art/collection/search/735059
千住博筆　「水神宮｣|Shrine of the Water God (Suijingū),Hiroshi Senju,Heisei period (1989–2019),2015,Paintings,http://www.metmuseum.org/art/collection/search/739224
,Yamamoto Sodō|Suzuki Kiitsu,Edo period (1615–1868),,Paintings,http://www.metmuseum.org/art/collection/search/748253
日根対山筆　「林塘秋暇」|“At leisure in a lakeside grove in autumn”,Hine Taizan,Edo period (1615–1868),1850,Paintings,http://www.metmuseum.org/art/collection/search/748259
長澤蘆雪筆　岩上猿・猿回し師唐子狗児図|Monkey on a Rock; Monkey Trainer with Chinese Children and Puppy,Nagasawa Rosetsu,Edo period (1615–1868),late 1790s,Paintings,http://www.metmuseum.org/art/collection/search/748263
도암   신학권   금강내산총도   조선|陶菴 申學權   金剛內山總圖    朝鮮|General View of Inner Geumgang,Sin Hak-gwon (artist name: Doam),Joseon dynasty (1392–1910),mid-19th century,Paintings,http://www.metmuseum.org/art/collection/search/748432
清　佚名　金衢先生小照　卷|Portrait of Shaoyu in the guise of Liu Ling,Unidentified artist,Qing dynasty (1644–1911),ca. 1795,Paintings,http://www.metmuseum.org/art/collection/search/749116
小林清親筆　頼豪阿闍梨図|The Fury of Monk Raigō,Kobayashi Kiyochika,Meiji period (1868–1912),ca. 1900,Paintings,http://www.metmuseum.org/art/collection/search/749407
狩野孝信工房作　女歌舞伎図屏風|Women’s Kabuki,Kano Takanobu,Edo period (1615–1868),mid- to- late 1610s,Paintings,http://www.metmuseum.org/art/collection/search/749778
五髻文殊菩薩像|The Bodhisattva Monju (Manjushri) with Five Topknots,Unidentified,Nanbokuchō period (1336–92),14th century,Paintings,http://www.metmuseum.org/art/collection/search/752006
馬鳴菩薩像|Memyō Bosatsu (Ashvaghosha Bodhisattva) Mounted on a Horse,Unidentified,Muromachi period (1392–1573),15th–16th century,Paintings,http://www.metmuseum.org/art/collection/search/752007
豊蔵坊信海筆　夢中の猫図|Dreaming Cat,Hōzōbō Shinkai,Edo period (1615–1868),mid-17th century,Paintings,http://www.metmuseum.org/art/collection/search/752008
,Nishikawa Sukenobu 西川祐信,"Edo period (1615–1868), probably Kyōhō era (1716–36)",early 18th century,Paintings,http://www.metmuseum.org/art/collection/search/752009
長澤蘆雪筆　渡唐天神図|Tenjin Traveling to China,Nagasawa Rosetsu 長澤蘆雪,Edo period (1615–1868),1787–88,Paintings,http://www.metmuseum.org/art/collection/search/752010
大奥女中芝居見物図|Lady-in-Waiting at Edo Castle,Utagawa Kuniyoshi 歌川國芳,Edo period (1615–1868),ca. 1854–60 (Ansei era),Paintings,http://www.metmuseum.org/art/collection/search/752013
酒井抱一 「月次絵」|Activities of the Twelve Months,Sakai Hōitsu,Edo period (1615–1868),late 1790s,Paintings,http://www.metmuseum.org/art/collection/search/752036
清   唐炗   紅蓮魚藻圖   軸|Red lotus and fish,Tang Guang,Qing dynasty (1644–1911),,Paintings,http://www.metmuseum.org/art/collection/search/754013
酒井抱一筆 白衣観音図|White-Robed Kannon,Sakai Hōitsu,Edo period (1615–1868),1823,Paintings,http://www.metmuseum.org/art/collection/search/754545
五月幟図|Boy’s Day Carp Streamer and Shōki Banner,Kawanabe Kyōsai 河鍋暁斎,Meiji period (1868–1911),before 1870,Paintings,http://www.metmuseum.org/art/collection/search/754547
清　吳滔　園林圖　冊頁|Garden scene,Wu Tao,Qing dynasty (1644–1911),ｄａｔｅｄ 1867,Paintings,http://www.metmuseum.org/art/collection/search/756889
"岸竹堂筆　虎図屏風|Tiger, Tigress and Cub",Kishi Chikudō,Meiji period (1868–1912),1892,Paintings,http://www.metmuseum.org/art/collection/search/757347
鞍馬山曼荼羅・毘沙門天三尊像図|Mount Kurama Mandala: Bishamonten Triad,Unidentified,Muromachi period (1392–1573),15th–16th century,Paintings,http://www.metmuseum.org/art/collection/search/757349
杉本博司作  「華厳滝図」|Kegon Waterfall,Hiroshi Sugimoto,Shōwa period (1926–89),"1976; scroll: Heisei period (1989–2019), 2017",Paintings,http://www.metmuseum.org/art/collection/search/765002
伝川合玉堂筆  鍾馗図|Shōki the Demon Queller,Kawai Gyokudō,Shōwa period (1926–89),1931,Paintings,http://www.metmuseum.org/art/collection/search/765503
酒井抱一筆　桜楓図屏風|Cherry and Maple Trees,Sakai Hōitsu,Edo period (1615–1868),early 1820s,Paintings,http://www.metmuseum.org/art/collection/search/765976
諸画家  加茂季鷹賛  「神妙画帖」|Painting Album of Sublime Talent,Various artists|Kamo no Suetaka,Edo Period (1615-1868),ca. 1815,Paintings,http://www.metmuseum.org/art/collection/search/769189
歌川豊広筆　「納涼美人図」|Woman Cooling Herself,Utagawa Toyohiro,Edo period (1615–1868),ca. 1800,Paintings,http://www.metmuseum.org/art/collection/search/771523
現代   傅抱石   遊山圖   軸|Solitary traveler in the mountains,Fu Baoshi,Republic period (1912–49),ca. 1945,Paintings,http://www.metmuseum.org/art/collection/search/772743
清　龔谷　躍鯉圖　四條屏|Nine carp,Gong Gu,Qing dynasty (1644–1911),19th century (?),Paintings,http://www.metmuseum.org/art/collection/search/784284
"清   陳兆鳳   松鶴圖   四條屏|Crane, pine, and rock",Chen Zhaofeng,Qing dynasty (1644–1911),late 19th century,Paintings,http://www.metmuseum.org/art/collection/search/784285
小野お通書　源氏物語画帖|Excerpts from The Tale of Genji,Ono no Ozū (Ono no Tsū)|Tosa School,Momoyama (1573–1615),early 17th century,Paintings,http://www.metmuseum.org/art/collection/search/784981
曽我直庵筆　架鷹図押絵貼屏風|Tethered Hawks,Soga Chokuan|Ittō Jōteki (Shōteki),Momoyama period (1573–1615),before 1606,Paintings,http://www.metmuseum.org/art/collection/search/786794
伝歌川豊春筆　蜀山人（太田南畝）賛　女達磨図|Courtesan as Daruma,Utagawa Toyoharu,Edo period (1615-1868),ca. 1800; inscription ca. 1810,Paintings,http://www.metmuseum.org/art/collection/search/812305
清   楊涵   風竹圖   軸|Windblown bamboo,Yang Han,Qing dynasty (1644–1911),1686,Paintings,http://www.metmuseum.org/art/collection/search/813350
"月岡芳年筆　「月百姿 源氏夕顔巻」|The Spirit of the Deceased Yūgao Entwined in Moonflower Vines, based on the print “The Lady of the Evening Faces,” from the series One Hundred Aspects of the Moon (Tsuki hyakushi: Genji Yūgao no maki) ",Tsukioka Yoshitoshi,Meiji period (1868–1912),ca. 1892,Paintings,http://www.metmuseum.org/art/collection/search/815476
"月岡芳年筆　「月百姿 石山の月」|Murasaki Shikibu at Ishiyamadera Temple, based on the print “The Moon at Ishiyama,” from the series One Hundred Aspects of the Moon (Tsuki hyakushi: Ishiyama no tsuki)",Tsukioka Yoshitoshi,Meiji period (1868–1912),ca. 1892,Paintings,http://www.metmuseum.org/art/collection/search/815478
"白衣観音・寒山・拾得図|Triptych of White-robed Kannon, Kanzan, and Jittoku",Unidentified artist,Nanbokuchō (1336–1392)–Muromachi period (1392–1573),14th century,Paintings,http://www.metmuseum.org/art/collection/search/816191
墨梅図|Ink Plum,Heisen (Byōsen) Myōshitsu,Muromachi period (1392–1573),15th century,Paintings,http://www.metmuseum.org/art/collection/search/816192
東坡戴笠図|Su Dongpo in a Borrowed Hat,Unidentified|Osen Keisan,Muromachi period (1392–1573),late 15th century,Paintings,http://www.metmuseum.org/art/collection/search/816193
相阿弥筆　山水図|Landscape,Sōami,Muromachi period (1392–1573),15th–early 16th century,Paintings,http://www.metmuseum.org/art/collection/search/816194
狩野之信筆　松鷹図|Hawk on a Pine,Kano Yukinobu 狩野之信,Muromachi period (1392–1573),mid-16th century,Paintings,http://www.metmuseum.org/art/collection/search/816195
土岐洞文筆　雪景山水図|Snowy Landscape,Toki Tōbun,Muromachi period (1392–1573),ca. 1550,Paintings,http://www.metmuseum.org/art/collection/search/816196
俵屋宗達筆　白鷺図|White Heron,Tawaraya Sōtatsu,Momoyama (1573–1615)–Edo period (1615–1868),early 17th century,Paintings,http://www.metmuseum.org/art/collection/search/816200
曽我二直庵筆　鷹図|Hawks,Soga Nichokuan,Edo period (1615–1868),mid-17th century,Paintings,http://www.metmuseum.org/art/collection/search/816202
風流踊図 屏風|Festive Dancing at a Samurai Residence (Fūryū odori zu byōbu),Unidentified artist,Edo period (1615–1868),ca. 1660,Paintings,http://www.metmuseum.org/art/collection/search/816203
男舞図|Dancer with a Sword,Unidentified,Edo period (1615–1868),ca. 1670,Paintings,http://www.metmuseum.org/art/collection/search/816204
「風」：詩歌巻断簡|Poems on “Wind” from Japanese and Chinese and Poems to Sing ,Horie Yorinao (Tōgen),Edo period (1615–1868),1670,Paintings,http://www.metmuseum.org/art/collection/search/816205
唐美人図  (Tō bijin zu)|Chinese Beauty,Yokoi Kinkoku  横井金谷,Edo period (1615–1868),"8th month, 1797",Paintings,http://www.metmuseum.org/art/collection/search/816206
照山元瑶筆　隠元隆琦 ・ 木庵性瑫賛　一葉観音図 (Ichiyō Kannon zu)|Kannon on a Lotus Petal,Muan Xingtao (Mokuan Shōtō) 木庵性瑫|Yinyuan Longqui (Ingen Ryūki) 隱元隆琦|Shōzan Gen’yō 照山元瑶,Edo period (1615–1868),1672,Paintings,http://www.metmuseum.org/art/collection/search/816209
望月玉蟾筆　真珠庵蔵百鬼夜行絵巻図|Copy of Night Parade of One Hundred Demons from the Shinjuan Collection,Mochizuki Gyokusen,Edo period (1615–1868),18th century,Paintings,http://www.metmuseum.org/art/collection/search/816210
柳沢淇園筆　竹石図|Rock and Bamboo,Yanagisawa Kien,Edo period (1615–1868),18th century,Paintings,http://www.metmuseum.org/art/collection/search/816211
宮川一笑筆　武士と若衆|Samurai and Wakashu (Male Youth),Miyagawa Isshō,Edo period (1615–1868),early 18th century,Paintings,http://www.metmuseum.org/art/collection/search/816213
勝川春章筆  佛母恵選賛　江口の君図|Courtesan of Eguchi,Katsukawa Shunshō 勝川春章|Butsumo Keisen,Edo period (1615–1868),painting:1770−80; inscription: 1820s–30s,Paintings,http://www.metmuseum.org/art/collection/search/816214
,Maruyama Ōkyo 円山応挙,Edo period (1615–1868),second half 18th century,Paintings,http://www.metmuseum.org/art/collection/search/816215
松村呉春筆　賣魚図|Fish Market,Matsumura Goshun,Edo period (1615–1868),1780s,Paintings,http://www.metmuseum.org/art/collection/search/816216
岸駒筆　寿老人図|Jurōjin,Gan Ku (Kishi Ganku),Edo period (1615–1868),1838,Paintings,http://www.metmuseum.org/art/collection/search/816259
岡田半江筆　 溪山秋社図|Autumn Festival on a Mountain,Okada Hankō,Edo period (1615–1868),first half of the 19th century,Paintings,http://www.metmuseum.org/art/collection/search/816260
冷泉為恭筆　圓融院船岡山子日御遊図|Emperor Enyū’s Outing to Funaokayama on the First Day of the Rat in the New Year,Reizei Tamechika,Edo period (1615–1868),19th century,Paintings,http://www.metmuseum.org/art/collection/search/816261
太田垣蓮月書 「野に山に」の歌|Waka Poem: “Across the fields and hills…”,Ōtagaki Rengetsu,Edo period (1615–1868),19th century,Paintings,http://www.metmuseum.org/art/collection/search/816262
"棟方志功筆　蒼赫二童子図|Red and Blue, Two Attendants",Munakata Shikō,Showa period (1926–1989),1950s,Paintings,http://www.metmuseum.org/art/collection/search/816263
棟方志功筆　平安の壁|Heian Wall,Munakata Shikō,Shōwa period (1926–1989),1967,Paintings,http://www.metmuseum.org/art/collection/search/816264
,,Shah period (1768–2008),ca. 1775–1800,Paintings,http://www.metmuseum.org/art/collection/search/819646
,,Shah period (1768–2008),ca. 1775–1800,Paintings,http://www.metmuseum.org/art/collection/search/819647
"岩佐又兵衛筆　『平家物語』 平維盛 北の方惜別図|“Taira no Koremori’s Farewell,”  from The Tale of the Heike (Heike monogatari)",Iwasa Matabei (Katsumochi),Edo period (1615–1868),ca. 1640,Paintings,http://www.metmuseum.org/art/collection/search/823663
,Enomoto Chikatoshi 榎本千花俊,Shōwa period (1926–89),1939,Paintings,http://www.metmuseum.org/art/collection/search/823664
秋夜長物語絵巻|Scene from A Long Tale for an Autumn Night,,Muromachi period (1392–1573),early 15th century,Paintings,http://www.metmuseum.org/art/collection/search/825523
「春」|Primavera (Haru),Kainoshō Tadaoto 甲斐庄楠音,Shōwa period (1926–89),1929,Paintings,http://www.metmuseum.org/art/collection/search/826405
地獄図|Scenes of the Buddhist Hell,Shōsai 松斎,Edo (1615–1868)–Meiji period (1868–1912),second half 19th century,Paintings,http://www.metmuseum.org/art/collection/search/826900
鳥獣戯画の場面|Scene Inspired by the Scrolls of Frolicking Animals and Humans,Tomioka Tessai 富岡鉄斎,Meiji Period (1868–1912),1890s,Paintings,http://www.metmuseum.org/art/collection/search/826905
